Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Limite 1,Limite 2,Distancia Recorrida,Evidencia,Link,Foto de Evidencia,Display,Formato de Anuncio,No,Anunciante(s),Cat,Campaña,Industria
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3832e4fe-0404-4438-906f-a14234066a06%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3832e4fe-0404-4438-906f-a14234066a06%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3832e4fe-0404-4438-906f-a14234066a06%5D%2Fanuncio_foto_19,Display,Impreso,956,STARBUCKS,,EL MATCH PERFECTO,"Restaurantes, Cafeterias y Comida Rapida"
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_7,Espectacular,Digital,957,STARBUCKS,,SPLASH,"Restaurantes, Cafeterias y Comida Rapida"
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_28,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_28,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_28,Display,Impreso,958,STARBUCKS,,BRANDING,"Restaurantes, Cafeterias y Comida Rapida"
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_32,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_32,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_32,Espectacular,Digital,959,STARBUCKS,,SPLASH,"Restaurantes, Cafeterias y Comida Rapida"
2022,Nuevo León,Julio,Monterrey,Residencial San Agustín,Centros Comerciales,Plaza Fiesta San Agustín,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7d8c0515-bb17-46bc-8b9a-57b888f2f006%5D%2Fanuncio_foto_22,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7d8c0515-bb17-46bc-8b9a-57b888f2f006%5D%2Fanuncio_foto_22,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7d8c0515-bb17-46bc-8b9a-57b888f2f006%5D%2Fanuncio_foto_22,Display,Impreso,960,STARBUCKS,,UN VERANO CON MUCHO SABOR,"Restaurantes, Cafeterias y Comida Rapida"
2022,Nuevo León,Julio,Monterrey,Residencial San Agustín,Centros Comerciales,Plaza Fiesta San Agustín,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab0657461-f2b6-4bbf-a2fe-bd7ec785dfc2%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab0657461-f2b6-4bbf-a2fe-bd7ec785dfc2%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab0657461-f2b6-4bbf-a2fe-bd7ec785dfc2%5D%2Fanuncio_foto_24,Display,Impreso,961,STARBUCKS,,BRANDING,"Restaurantes, Cafeterias y Comida Rapida"
2022,CDMX,Julio,Miguel Hidalgo,Ampliación Granada,Centros Comerciales,Plaza Carso,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A50acc55b-6227-4a30-bc4a-ef5b30478060%5D%2Fanuncio_foto_26,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A50acc55b-6227-4a30-bc4a-ef5b30478060%5D%2Fanuncio_foto_26,,Muro Publicitario,Impreso,962,STELLA ARTOIS,,Branding,Alcohol y Tabacos
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_18,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_18,,Muro Publicitario,Impreso,963,STEVE MADDEN,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afe38eb60-c4c7-4aff-a1e0-cf90ee66a25d%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afe38eb60-c4c7-4aff-a1e0-cf90ee66a25d%5D%2Fanuncio_foto_15,,Panel de pasillo,Impreso,964,STEVE MADDEN,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,EDOMEX,Julio,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ade9ee964-920c-487a-bb33-19347e6719c1%5D%2Fanuncio_foto_31,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ade9ee964-920c-487a-bb33-19347e6719c1%5D%2Fanuncio_foto_31,,Muro Publicitario,Impreso,965,STUDIO F,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Nuevo León,Julio,Monterrey,Vista Hermosa,Centros Comerciales,Galerías Monterrey,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5cf09bfe-97b4-48a2-bb42-642581cc498a%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5cf09bfe-97b4-48a2-bb42-642581cc498a%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5cf09bfe-97b4-48a2-bb42-642581cc498a%5D%2Fanuncio_foto_7,Display,Impreso,966,STUDIO F,,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Nuevo León,Julio,Monterrey,Vista Hermosa,Centros Comerciales,Galerías Monterrey,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9cdcc8aa-29a9-4dad-bd67-1866e4182882%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9cdcc8aa-29a9-4dad-bd67-1866e4182882%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9cdcc8aa-29a9-4dad-bd67-1866e4182882%5D%2Fanuncio_foto_5,Muro Publicitario,Impreso,967,SUBURBIA,,BRANDING,Centros Comerciales y Tiendas Departamentales
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_13,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_13,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_13,Espectacular,Digital,968,SUBURBIA,,GRAN VENTA DE LIQUIDACION,Centros Comerciales y Tiendas Departamentales
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5168502e-2490-4f3d-83f7-b26d049c30d7%5D%2Fanuncio_foto_15,Espectacular,Digital,969,SUBURBIA,,BACK TU SCHOOL,Centros Comerciales y Tiendas Departamentales
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Plaza Kukulkan,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab38c1aad-b657-42a6-8034-1bb8bd06880d%5D%2Fanuncio_foto_6,,Muro Publicitario,Impreso,970,SUNGLASS HUT,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae4fd2f99-c423-4b42-a748-d98a21c5f5d3%5D%2Fanuncio_foto_24,,Muro Publicitario,Digital,971,SUNGLASS HUT,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A55bea0aa-fb7c-4a3a-859d-94fecbb8aa7d%5D%2Fanuncio_foto_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A55bea0aa-fb7c-4a3a-859d-94fecbb8aa7d%5D%2Fanuncio_foto_37,,Muro Publicitario,Impreso,972,SUNGLASS HUT,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Puebla,Julio,Cholula,Santiago Momoxpan,Centros Comerciales,Galerias Serdan,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A823bbeff-5229-4a7d-b2c2-8ce51b03b458%5D%2Fanuncio_foto_18,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A823bbeff-5229-4a7d-b2c2-8ce51b03b458%5D%2Fanuncio_foto_18,,Caseta de estacionamiento,Impreso,973,SUPERBOLETOS,Pagado,Sin Bandera,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,CDMX,Julio,Coyoacán,Miguel Ángel De Quevedo,Centros Comerciales,Plaza Oasis,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A74e242f2-a654-4bbb-983b-bde32800c801%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A74e242f2-a654-4bbb-983b-bde32800c801%5D%2Fanuncio_foto_24,,Barandales,Digital,974,SUPERBOLETOS,Pagado,Alejandra Guzmán,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3df163e6-3f4d-40c6-8143-0daf871d9ecd%5D%2Fanuncio_foto_14,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3df163e6-3f4d-40c6-8143-0daf871d9ecd%5D%2Fanuncio_foto_14,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3df163e6-3f4d-40c6-8143-0daf871d9ecd%5D%2Fanuncio_foto_14,Banner,Impreso,975,SUPERBOLETOS,Pagado,PISO 21,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3df163e6-3f4d-40c6-8143-0daf871d9ecd%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3df163e6-3f4d-40c6-8143-0daf871d9ecd%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3df163e6-3f4d-40c6-8143-0daf871d9ecd%5D%2Fanuncio_foto_15,Banner,Impreso,976,SUPERBOLETOS,Pagado,KANY GARCIA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_2,Banner,Impreso,977,SUPERBOLETOS,Pagado,KANY GARCIA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_6,Banner,Impreso,978,SUPERBOLETOS,Pagado,GUAYNAA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_8,Banner,Impreso,979,SUPERBOLETOS,Pagado,LUCHA LIBRE AAA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_10,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_10,Banner,Impreso,980,SUPERBOLETOS,Pagado,KANY GARCIA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,Nuevo León,Julio,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_14,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_14,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acf4987df-f863-4d64-a750-0d912ef0c3a8%5D%2Fanuncio_foto_14,Panel de Pasillo,Digital,981,SUPERBOLETOS,Pagado,NIO GARCIA,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
